Reference, Value, Footprint, Quantity, PN, URL, Price, SolderPoints, SolderPointsDIP, Sum
ANT1 ,AntIFAMushroom,Radio:ANT_IFA_MUSHROOM,1
BLN1 ,BALUN868JOHANSON,Radio:BALUN_JOHANSON868,1,0896BM15A0001E,http://onelec.ru/products/0896bm15a0001e-52ab3408-7c12-4b8c-99ab-cc294cdc1e18,,6,
C1 C10 C16 C18 C20 C23 ,10u,Capacitors:CAP_0603,6
C11 ,10n,Capacitors:CAP_0603,1
C13 C29 ,1u,Capacitors:CAP_0603,2
C17 C19 ,18pF,Capacitors:CAP_0603,2,,,0.5,2,
C24 ,3pF,Capacitors:CAP_0402,1,,,0.5,2,
C26 ,100pF,Capacitors:CAP_0402,1,,,0.5,2,
C12 C14 C15 C2 C21 C22 C25 C27 C28 C3 C4 C6 C7 C8 C9 ,0.1u,Capacitors:CAP_0603,15
DA1 ,MCP1700,SOT:SOT23-3,1,,,10,3,
DA2 ,MC74VHC1,SOT:SOT23-5,1,M74VHC1GT125DT1G,https://www.terraelectronica.ru/catalog.php?ID=301&search=m74vhc1gt125dt1g,5.5,5,
DD1 ,STM32F030C8Tx,LQFP_TQFP:LQFP48,1
DD2 ,CC1101,QFN_DFN:QFN20,1,,http://,140,21,
F1 ,Fuse0R,Resistors:RES_0603_FUSE,1,,,0,1,
HOLE1 HOLE2 HOLE3 HOLE5 ,HOLE_METALLED,PCB:Hole2d4_out4d5mm,4,,,0,0,
L1 ,BLM15AG102SN1,Inductors:IND_0402,1
L2 ,3.3nH,Inductors:IND_0402,1,,,4,2,
Logo1 ,Logo,Pictures:Ostranna_12d7_10d1,1
Q1 ,2N7002,SOT:SOT23-3,1,,,,3,
Q2 ,IRLML6401,SOT:SOT23-3,1,,,6.8,3,
Q3 ,ALS-PT19-315C,Resistors:RES_0603,1
Q4 Q5 Q6 ,LED_RGB_WS2812B,LEDs:LED_WS2812B,3
R1 R2 R3 R4 R8 ,100k,Resistors:RES_0603,5,,,0.5,2,
R5 R6 ,56k,Resistors:RES_0603,2,,,0.5,2,
RP1 RP2 RP3 RP4 ,REFPOINT,PCB:REF_POINT_1MM,4
SW1 ,SS-9,BtnsSwitches:SW_SS9,1
SW2 SW3 SW4 ,BUTTON,BtnsSwitches:BTN_6x6_4x4,3,,,1,4,
TP1 TP2 ,TESTPOINT,PCB:TESTPOINT_1MM,2,,,0,0,
XL1 ,CONN_6,Connectors:PLS-6,1,,,,,6
XL2 ,CONN_1,Connectors:PLS-1Rnd,1
XL3 ,CONN_2,Connectors:W02_Pitch_2d54,1
XL10 XL12 XL14 XL15 XL4 XL6 XL8 ,CONN_3,Connectors:PLS-3,7
XL11 XL13 XL5 XL7 XL9 ,CONN_1,Connectors:SIL1_ROUND_1MM8,5
XTAL1 ,27MHz,Quartz:03225C4,1,,,15,4,
